"No.","Player","Pos.x","Ht","Wt","Birth.Date","X.","Exp","College","playerurls","Salary","Season","Age","Tm","Lg","Pos.y","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","CareerG","CareerGS","CareerMP","CareerFG","CareerFGA","Career3P","Career3PA","Career2P","Career2PA","CareerFT","CareerFTA","CareerORB","CareerDRB","CareerTRB","CareerAST","CareerSTL","CareerBLK","CareerTOV","CareerPF","CareerPTS","PlayoffSeason","PlayoffAge","PlayoffTm","PlayoffLg","PlayoffPos","PlayoffG","PlayoffGS","PlayoffMP","PlayoffFG","PlayoffFGA","PlayoffFG%","Playoff3P","Playoff3PA","Playoff3P%","Playoff2P","Playoff2PA","Playoff2P%","PlayoffeFG%","PlayoffFT","PlayoffFTA","PlayoffFT%","PlayoffORB","PlayoffDRB","PlayoffTRB","PlayoffAST","PlayoffSTL","PlayoffBLK","PlayoffTOV","PlayoffPF","PlayoffPTS","CareerPlayoffG","CareerPlayoffGS","CareerPlayoffMP","CareerPlayoffFG","CareerPlayoffFGA","CareerPlayoff3P","CareerPlayoff3PA","CareerPlayoff2P","CareerPlayoff2PA","CareerPlayoffFT","CareerPlayoffFTA","CareerPlayoffORB","CareerPlayoffDRB","CareerPlayoffTRB","CareerPlayoffAST","CareerPlayoffSTL","CareerPlayoffBLK","CareerPlayoffTOV","CareerPlayoffPF","CareerPlayoffPTS"
34,"Greg Stiemsma","C","6-11",260,"September 26, 1985","us",3,"University of Wisconsin","http://www.basketball-reference.com/players/s/stiemgr01.html",981084,"2013-14",28,"NOP","NBA","C",55,20,1007,70,122,0.574,0,1,0,70,121,0.579,0.574,19,32,0.594,72,154,226,36,35,57,44,169,159,186,42,2982,263,521,0,1,263,520,101,142,181,483,664,94,116,232,136,497,627,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,143,12,18,0,0,12,18,4,6,9,32,41,5,4,11,4,26,28
21,"Greivis Vasquez","PG","6-6",217,"January 16, 1987","ve",4,"University of Maryland","http://www.basketball-reference.com/players/v/vasqugr01.html",6400000,"2013-14",27,"TOT","NBA","SG-PG",79,23,1779,277,658,0.421,109,289,0.377,168,369,0.455,0.504,95,108,0.88,20,153,173,323,31,5,128,143,758,293,128,7030,1035,2426,260,753,775,1673,349,423,98,658,756,1537,179,23,593,542,2679,"2013-14",27,"TOR","NBA","SG",7,0,190,27,64,0.422,10,27,0.37,17,37,0.459,0.5,7,9,0.778,3,23,26,36,4,1,10,22,71,20,0,332,48,105,14,38,34,67,17,22,6,39,45,61,9,3,19,33,127
40,"Harrison Barnes","SF","6-8",210,"May 30, 1992","us",2,"University of North Carolina","http://www.basketball-reference.com/players/b/barneha02.html",3049920,"2013-14",21,"GSW","NBA","SF",78,24,2204,271,679,0.399,66,190,0.347,205,489,0.419,0.448,130,181,0.718,66,245,311,116,65,20,84,158,738,159,105,4262,547,1307,118,335,429,972,274,371,119,525,644,214,117,34,185,298,1486,"2013-14",21,"GSW","NBA","SF",7,0,156,19,48,0.396,8,21,0.381,11,27,0.407,0.479,9,16,0.563,7,21,28,8,1,3,5,13,55,19,12,617,91,210,27,73,64,137,39,51,25,80,105,23,8,8,21,46,248
15,"Hedo Turkoglu","SF","6-10",220,"March 19, 1979","tr",14,"","http://www.basketball-reference.com/players/t/turkohe01.html",1448490,"2013-14",34,"LAC","NBA","SF",38,0,392,42,109,0.385,22,50,0.44,20,59,0.339,0.486,9,18,0.5,11,78,89,33,19,10,16,50,115,935,569,25990,3768,8846,1186,3107,2582,5739,2068,2634,642,3230,3872,2795,731,292,1549,2337,10790,"2013-14",34,"LAC","NBA","SF",5,0,41,6,13,0.462,4,10,0.4,2,3,0.667,0.615,0,0,0,0,5,5,1,3,0,0,3,16,98,72,2930,374,922,99,283,275,639,202,269,64,345,409,283,77,31,178,274,1049
35,"Henry Sims","C","6-10",248,"March 27, 1990","us",2,"Georgetown University","http://www.basketball-reference.com/players/s/simshe01.html",915243,"2013-14",23,"TOT","NBA","C",46,25,875,130,274,0.474,0,1,0,130,273,0.476,0.474,90,121,0.744,104,133,237,52,28,20,41,116,350,48,25,880,132,277,0,1,132,276,90,121,106,133,239,52,28,20,42,117,354,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"Hollis Thompson","SG","6-8",206,"April 3, 1991","us",1,"Georgetown University","http://www.basketball-reference.com/players/t/thompho01.html",816482,"2013-14",22,"PHI","NBA","SF",77,41,1742,171,372,0.46,67,167,0.401,104,205,0.507,0.55,52,73,0.712,73,174,247,73,53,12,60,144,461,77,41,1742,171,372,67,167,104,205,52,73,73,174,247,73,53,12,60,144,461,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,"Ian Clark","SG","6-3",175,"March 7, 1991","us",1,"Belmont University","http://www.basketball-reference.com/players/c/clarkia01.html",816482,"2013-14",22,"UTA","NBA","SG",23,0,172,26,67,0.388,11,31,0.355,15,36,0.417,0.47,5,7,0.714,3,16,19,15,8,2,14,24,68,23,0,172,26,67,11,31,15,36,5,7,3,16,19,15,8,2,14,24,68,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"Ian Mahinmi","C","6-11",250,"November 5, 1986","fr",6,"","http://www.basketball-reference.com/players/m/mahinia01.html",4e+06,"2013-14",27,"IND","NBA","C",77,1,1248,91,189,0.481,0,1,0,91,188,0.484,0.481,90,145,0.621,107,150,257,24,41,72,58,207,272,306,15,4385,466,921,0,6,466,915,391,601,386,648,1034,74,135,196,242,725,1323,"2013-14",27,"IND","NBA","C",19,0,241,13,27,0.481,0,0,0,13,27,0.481,0.481,11,18,0.611,22,23,45,3,5,16,10,38,37,49,0,513,41,81,0,0,41,81,33,54,54,59,113,4,9,33,25,98,115
4,"Iman Shumpert","SG","6-5",220,"June 26, 1990","us",3,"Georgia Institute of Technology","http://www.basketball-reference.com/players/s/shumpim01.html",2616975,"2013-14",23,"NYK","NBA","SG",74,58,1962,183,484,0.378,76,228,0.333,107,256,0.418,0.457,53,71,0.746,81,227,308,129,92,13,79,209,495,178,138,4663,506,1293,175,512,331,781,176,227,154,476,630,368,236,28,227,481,1363,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,356,41,102,18,43,23,59,12,14,18,55,73,16,14,3,15,38,112
0,"Isaiah Canaan","PG","6-0",201,"May 21, 1991","us",1,"Murray State University","http://www.basketball-reference.com/players/c/canaais01.html",816482,"2013-14",22,"HOU","NBA","PG",22,0,252,31,87,0.356,18,55,0.327,13,32,0.406,0.46,21,29,0.724,7,17,24,22,8,4,21,25,101,22,0,252,31,87,18,55,13,32,21,29,7,17,24,22,8,4,21,25,101,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"Isaiah Thomas","PG","5-9",185,"February 7, 1989","us",3,"University of Washington","http://www.basketball-reference.com/players/t/thomais02.html",7238606,"2013-14",24,"SAC","NBA","PG",72,54,2497,496,1096,0.453,127,364,0.349,369,732,0.504,0.51,346,407,0.85,47,163,210,454,93,8,213,185,1465,216,153,6275,1118,2499,325,904,793,1595,753,879,124,415,539,1036,213,19,458,473,3314,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,"Ish Smith","PG","6-0",175,"July 5, 1988","us",4,"Wake Forest University","http://www.basketball-reference.com/players/s/smithis01.html",1962168,"2013-14",25,"PHO","NBA","PG",70,1,1006,119,281,0.423,1,23,0.043,118,258,0.457,0.425,22,39,0.564,31,98,129,179,49,13,65,66,261,191,8,2198,249,636,15,69,234,567,44,77,57,215,272,386,103,26,149,144,557,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,26,2,4,0,0,2,4,0,0,0,4,4,5,1,1,2,2,4
99,"Jae Crowder","SF","6-6",235,"July 6, 1990","us",2,"Marquette University","http://www.basketball-reference.com/players/c/crowdja01.html",915243,"2013-14",23,"DAL","NBA","SF",78,8,1254,130,296,0.439,50,151,0.331,80,145,0.552,0.524,46,61,0.754,46,148,194,60,59,21,41,100,356,156,24,2607,271,663,113,343,158,320,93,134,81,300,381,154,122,38,90,228,748,"2013-14",23,"DAL","NBA","SF",7,0,81,8,18,0.444,3,7,0.429,5,11,0.455,0.528,0,0,0,4,8,12,2,2,1,3,13,19,7,0,81,8,18,3,7,5,11,0,0,4,8,12,2,2,1,3,13,19
22,"Jamaal Franklin","SG","6-5",191,"July 21, 1991","us",1,"San Diego State University","http://www.basketball-reference.com/players/f/frankja01.html",183210,"2013-14",22,"MEM","NBA","SG",21,0,161,16,39,0.41,5,11,0.455,11,28,0.393,0.474,2,2,1,4,19,23,6,4,2,11,23,39,21,0,161,16,39,5,11,11,28,2,2,4,19,23,6,4,2,11,23,39,"2013-14",22,"MEM","NBA","SG",2,0,4,0,2,0,0,0,0,0,2,0,0,1,2,0.5,0,1,1,0,0,0,0,0,1,2,0,4,0,2,0,0,0,2,1,2,0,1,1,0,0,0,0,0,1
11,"Jamal Crawford","SG","6-5",200,"March 20, 1980","us",14,"University of Michigan","http://www.basketball-reference.com/players/c/crawfja01.html",5450000,"2013-14",33,"LAC","NBA","SG",69,24,2094,421,1011,0.416,161,446,0.361,260,565,0.46,0.496,279,322,0.866,34,124,158,223,59,12,135,120,1282,957,423,30138,5198,12635,1697,4831,3501,7804,2853,3337,382,1984,2366,3569,934,210,1943,1502,14946,"2013-14",33,"LAC","NBA","SG",13,0,313,68,171,0.398,27,79,0.342,41,92,0.446,0.477,39,44,0.886,5,14,19,26,12,2,15,24,202,42,0,1183,209,542,72,211,137,331,141,164,9,68,77,96,33,8,55,76,631
28,"Jameer Nelson","PG","6-0",190,"February 9, 1982","us",10,"Saint Joseph's University","http://www.basketball-reference.com/players/n/nelsoja01.html",2732000,"2013-14",31,"ORL","NBA","PG",68,68,2179,294,747,0.394,136,391,0.348,158,356,0.444,0.485,96,112,0.857,29,202,231,476,52,5,166,146,820,651,556,19038,3109,7033,874,2335,2235,4698,1092,1337,333,1705,2038,3501,619,45,1461,1681,8184,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,39,1429,237,532,73,196,164,336,114,144,26,128,154,204,37,3,90,130,661
13,"James Harden","SG","6-5",220,"August 26, 1989","us",5,"Arizona State University","http://www.basketball-reference.com/players/h/hardeja01.html",14728844,"2013-14",24,"HOU","NBA","SG",73,73,2777,549,1205,0.456,177,483,0.366,372,722,0.515,0.529,576,665,0.866,61,283,344,446,115,29,265,177,1851,371,158,11635,1974,4433,676,1833,1298,2600,2045,2409,242,1232,1474,1443,491,126,909,912,6669,"2013-14",24,"HOU","NBA","SG",6,6,263,50,133,0.376,16,54,0.296,34,79,0.43,0.436,45,50,0.9,5,23,28,35,12,1,21,21,161,55,12,1793,266,632,92,268,174,364,288,341,34,242,276,202,82,23,121,168,912
3,"James Johnson","PF","6-9",250,"February 20, 1987","us",5,"Wake Forest University","http://www.basketball-reference.com/players/j/johnsja01.html",2500000,"2013-14",26,"MEM","NBA","SF",52,4,956,143,308,0.464,22,87,0.253,121,221,0.548,0.5,76,90,0.844,60,106,166,111,42,57,66,102,384,271,91,4974,696,1556,66,248,630,1308,295,413,254,619,873,428,208,271,361,599,1753,"2013-14",26,"MEM","NBA","SF",3,0,28,5,15,0.333,2,5,0.4,3,10,0.3,0.4,7,10,0.7,4,2,6,0,1,0,0,3,19,7,0,48,5,17,2,6,3,11,7,10,5,2,7,1,1,0,2,14,19
1,"James Jones","SF","6-8",218,"October 4, 1980","us",11,"University of Miami","http://www.basketball-reference.com/players/j/jonesja02.html",1448490,"2013-14",33,"MIA","NBA","SF",20,6,236,31,68,0.456,28,54,0.519,3,14,0.214,0.662,7,11,0.636,2,21,23,9,3,4,4,6,97,556,89,9585,1029,2568,641,1592,388,976,458,540,206,921,1127,314,196,190,195,776,3157,"2013-14",33,"MIA","NBA","SF",15,0,126,18,40,0.45,15,32,0.469,3,8,0.375,0.638,2,3,0.667,3,8,11,5,3,2,0,17,53,108,19,1586,144,338,81,195,63,143,84,98,37,157,194,32,29,34,32,130,453
5,"Jannero Pargo","PG","6-1",175,"October 22, 1979","us",10,"University of Arkansas","http://www.basketball-reference.com/players/p/pargoja01.html",1448490,"2013-14",34,"CHA","NBA","PG",29,0,242,52,118,0.441,24,60,0.4,28,58,0.483,0.542,8,11,0.727,1,19,20,52,14,1,26,17,136,490,18,7376,1213,3105,391,1102,822,2003,317,367,112,586,698,978,250,28,557,640,3134,"2013-14",34,"CHA","NBA","PG",1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,41,0,546,83,229,40,109,43,120,27,38,11,45,56,62,25,3,33,63,233
9,"Jared Dudley","SG","6-7",225,"July 10, 1985","us",7,"Boston College","http://www.basketball-reference.com/players/d/dudleja01.html",4250000,"2013-14",28,"LAC","NBA","SF",74,43,1729,196,447,0.438,81,225,0.36,115,222,0.518,0.529,38,58,0.655,36,124,160,104,41,10,56,146,511,523,190,12589,1645,3511,530,1335,1115,2176,710,963,623,1173,1796,779,445,91,467,915,4530,"2013-14",28,"LAC","NBA","SF",7,0,45,3,11,0.273,3,6,0.5,0,5,0,0.409,0,0,0,0,6,6,2,1,0,0,5,9,23,0,422,43,97,28,65,15,32,17,28,15,51,66,30,19,6,9,42,131
7,"Jared Sullinger","PF","6-9",260,"March 4, 1992","us",2,"Ohio State University","http://www.basketball-reference.com/players/s/sullija01.html",1424520,"2013-14",21,"BOS","NBA","PF",74,44,2041,384,899,0.427,56,208,0.269,328,691,0.475,0.458,158,203,0.778,241,360,601,118,35,49,119,251,982,119,49,2933,495,1124,57,213,438,911,205,266,333,532,865,153,57,71,148,405,1252,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"Jarrett Jack","PG","6-3",200,"October 28, 1983","us",9,"Georgia Institute of Technology","http://www.basketball-reference.com/players/j/jackja01.html",6300000,"2013-14",30,"CLE","NBA","PG",80,31,2252,286,698,0.41,63,185,0.341,223,513,0.435,0.455,125,149,0.839,22,201,223,324,56,22,133,133,760,691,284,19291,2684,6052,525,1474,2159,4578,1616,1900,227,1688,1915,2990,537,83,1320,1261,7509,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,537,90,188,7,29,83,159,54,64,8,60,68,69,12,5,46,30,241
54,"Jason Maxiell","PF","6-7",260,"February 18, 1983","us",9,"University of Cincinnati","http://www.basketball-reference.com/players/m/maxieja01.html",1316809,"2013-14",30,"ORL","NBA","PF",34,13,488,47,105,0.448,0,0,0,47,105,0.448,0.448,15,31,0.484,28,58,86,9,8,20,14,47,109,557,188,10501,1317,2631,0,5,1317,2626,644,1143,962,1411,2373,247,212,446,458,1101,3278,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,6,581,67,107,0,1,67,106,32,64,39,75,114,20,20,32,19,74,166
14,"Jason Smith","C","7-0",245,"March 2, 1986","us",6,"Colorado State University","http://www.basketball-reference.com/players/s/smithja02.html",3278000,"2013-14",27,"NOP","NBA","PF",31,27,830,131,282,0.465,0,0,0,131,282,0.465,0.465,39,50,0.78,51,130,181,29,11,29,28,100,301,331,65,5520,831,1762,15,58,816,1704,300,393,407,762,1169,186,116,225,259,727,1977,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,140,15,33,0,1,15,32,4,4,5,17,22,4,3,5,2,16,34
31,"Jason Terry","SG","6-2",185,"September 15, 1977","us",15,"University of Arizona","http://www.basketball-reference.com/players/t/terryja01.html",5850313,"2013-14",36,"BRK","NBA","PG",35,0,570,55,152,0.362,39,103,0.379,16,49,0.327,0.49,10,15,0.667,4,33,37,56,13,0,27,48,159,1136,650,36956,6411,14366,1950,5140,4461,9226,2673,3159,453,2467,2920,5008,1402,214,2231,2223,17445,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,47,3265,556,1242,182,458,374,784,244,295,40,205,245,314,91,20,163,208,1538
34,"Jason Thompson","PF","6-11",250,"July 21, 1986","us",6,"Rider University","http://www.basketball-reference.com/players/t/thompja02.html",6037500,"2013-14",27,"SAC","NBA","PF",82,61,2007,251,496,0.506,0,0,0,251,496,0.506,0.506,84,145,0.579,153,374,527,53,32,56,95,251,586,460,342,12357,1859,3719,1,26,1858,3693,853,1295,1093,2123,3216,521,238,337,648,1432,4572,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,"JaVale McGee","C","7-0",270,"January 19, 1988","us",6,"University of Nevada, Reno","http://www.basketball-reference.com/players/m/mcgeeja01.html",11250000,"2013-14",26,"DEN","NBA","C",5,5,79,17,38,0.447,0,0,0,17,38,0.447,0.447,1,1,1,10,7,17,2,1,7,8,16,35,359,158,7351,1306,2415,1,5,1305,2410,503,862,762,1284,2046,132,156,665,399,875,3116,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,293,41,84,0,0,41,84,21,44,40,58,98,5,9,28,15,38,103
12,"Jeff Adrien","PF","6-7",245,"February 10, 1986","us",4,"University of Connecticut","http://www.basketball-reference.com/players/a/adrieje01.html",981084,"2013-14",27,"TOT","NBA","PF",53,12,961,143,275,0.52,0,0,0,143,275,0.52,0.52,76,119,0.639,102,204,306,38,24,36,39,108,362,136,17,1933,245,513,0,2,245,511,159,250,198,384,582,85,46,70,82,229,649,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,"Jeff Ayres","PF","6-9",240,"April 29, 1987","us",4,"Arizona State University","http://www.basketball-reference.com/players/p/pendeje02.html",1828750,"2013-14",26,"SAS","NBA","PF",73,10,952,101,174,0.58,0,0,0,101,174,0.58,0.58,38,55,0.691,89,169,258,60,13,25,63,146,240,169,15,1832,220,401,2,4,218,397,81,105,155,338,493,80,29,55,100,282,523,"2013-14",26,"SAS","NBA","PF",17,0,65,6,13,0.462,0,0,0,6,13,0.462,0.462,5,8,0.625,6,13,19,5,0,0,1,6,17,33,0,162,17,44,0,1,17,43,8,12,12,29,41,6,2,5,5,23,42
44,"Jeffery Taylor","SF","6-7",225,"May 23, 1989","se",2,"Vanderbilt University","http://www.basketball-reference.com/players/t/tayloje03.html",915243,"2013-14",24,"CHA","NBA","SF",26,8,629,82,218,0.376,18,67,0.269,64,151,0.424,0.417,26,47,0.553,15,45,60,22,13,5,25,62,208,103,37,2136,254,617,71,221,183,396,101,150,66,144,210,85,60,20,73,198,680,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,"Jeff Green","SF","6-9",235,"August 28, 1986","us",6,"Georgetown University","http://www.basketball-reference.com/players/g/greenje02.html",9445000,"2013-14",27,"BOS","NBA","SF",82,82,2805,482,1171,0.412,135,396,0.341,347,775,0.448,0.469,283,356,0.795,54,326,380,138,57,47,165,180,1382,478,362,15653,2507,5684,490,1424,2017,4260,1279,1633,515,1931,2446,782,397,306,862,1186,6783,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,655,83,208,25,65,58,143,68,83,18,66,84,26,11,11,37,58,259
0,"Jeff Teague","PG","6-2",186,"June 10, 1988","us",5,"Wake Forest University","http://www.basketball-reference.com/players/t/teaguje01.html",8e+06,"2013-14",25,"ATL","NBA","PG",79,79,2542,456,1040,0.438,74,225,0.329,382,815,0.469,0.474,318,376,0.846,34,174,208,528,89,17,232,158,1304,366,233,9035,1438,3217,239,702,1199,2515,775,933,96,620,716,1688,391,118,710,648,3890,"2013-14",25,"ATL","NBA","PG",7,7,242,44,112,0.393,9,27,0.333,35,85,0.412,0.433,38,40,0.95,5,21,26,35,7,4,21,15,135,36,25,977,145,359,22,66,123,293,97,110,12,72,84,122,30,15,57,63,409
5,"Jeff Withey","C","7-0",231,"March 7, 1990","us",1,"University of Kansas","http://www.basketball-reference.com/players/w/witheje01.html",816482,"2013-14",23,"NOP","NBA","C",58,4,684,69,129,0.535,0,1,0,69,128,0.539,0.535,52,73,0.712,49,101,150,26,15,50,20,73,190,58,4,684,69,129,0,1,69,128,52,73,49,101,150,26,15,50,20,73,190,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,"Jeremy Evans","SF","6-9",200,"October 24, 1987","us",4,"Western Kentucky University","http://www.basketball-reference.com/players/e/evansje01.html",1794871,"2013-14",26,"UTA","NBA","SF",66,4,1209,175,332,0.527,0,2,0,175,330,0.53,0.527,51,75,0.68,120,190,310,44,42,46,40,139,401,181,7,2104,305,533,0,5,305,528,106,161,201,314,515,92,73,100,72,242,716,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,1,0,0,0,1,2,2,0,3,3,1,1,0,0,1,2
11,"Jeremy Lamb","SG","6-5",185,"May 30, 1992","us",2,"University of Connecticut","http://www.basketball-reference.com/players/l/lambje01.html",2202000,"2013-14",21,"OKC","NBA","SG",78,0,1538,263,609,0.432,88,247,0.356,175,362,0.483,0.504,51,64,0.797,27,162,189,115,56,26,61,143,665,101,0,1685,287,677,97,277,190,400,65,78,32,175,207,120,58,28,67,156,736,"2013-14",21,"OKC","NBA","SG",11,0,100,17,42,0.405,2,14,0.143,15,28,0.536,0.429,4,4,1,4,12,16,7,7,1,3,8,40,11,0,100,17,42,2,14,15,28,4,4,4,12,16,7,7,1,3,8,40
17,"Jeremy Lin","PG","6-3",200,"August 23, 1988","us",4,"Harvard University","http://www.basketball-reference.com/players/l/linje01.html",8374646,"2013-14",25,"HOU","NBA","PG",71,33,2054,295,662,0.446,82,229,0.358,213,433,0.492,0.508,218,265,0.823,34,153,187,294,68,27,176,166,890,217,140,5919,890,2014,194,566,696,1448,599,748,96,479,575,1049,290,74,556,480,2573,"2013-14",25,"HOU","NBA","PG",6,0,177,25,61,0.41,5,23,0.217,20,38,0.526,0.451,13,16,0.813,7,15,22,26,3,1,13,15,68,10,3,261,31,85,7,35,24,50,15,18,7,23,30,34,5,2,21,24,84
19,"Jerryd Bayless","PG","6-3",200,"August 20, 1988","us",6,"University of Arizona","http://www.basketball-reference.com/players/b/bayleje01.html",3e+06,"2013-14",25,"TOT","NBA","PG",72,19,1686,248,617,0.402,76,212,0.358,172,405,0.425,0.464,94,118,0.797,22,123,145,194,60,9,82,161,666,381,59,7611,1112,2703,276,782,836,1921,721,879,104,625,729,1092,223,42,532,781,3221,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,497,79,208,24,75,55,133,44,53,5,42,47,55,9,6,25,56,226
32,"Jimmer Fredette","PG","6-2",195,"February 25, 1989","us",3,"Brigham Young University","http://www.basketball-reference.com/players/f/fredeji01.html",948163,"2013-14",24,"TOT","NBA","SG",49,0,519,107,227,0.471,40,84,0.476,67,143,0.469,0.559,19,21,0.905,8,44,52,64,14,3,48,35,273,179,7,2621,451,1082,183,456,268,626,144,168,44,152,196,264,75,9,183,172,1229,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,"Jimmy Butler","SG","6-7",220,"September 14, 1989","us",3,"Marquette University","http://www.basketball-reference.com/players/b/butleji01.html",2008748,"2013-14",24,"CHI","NBA","SG",67,67,2591,275,693,0.397,68,240,0.283,207,453,0.457,0.446,260,338,0.769,87,243,330,175,127,36,102,106,878,191,87,5084,546,1284,110,356,436,928,490,627,246,468,714,304,216,72,178,223,1692,"2013-14",24,"CHI","NBA","SG",5,5,218,22,57,0.386,6,20,0.3,16,37,0.432,0.439,18,23,0.783,6,20,26,11,6,0,3,13,68,20,17,712,72,172,21,57,51,115,63,78,15,73,88,43,21,6,19,40,228
5,"J.J. Barea","PG","6-0",185,"June 26, 1984","pr",8,"Northeastern University","http://www.basketball-reference.com/players/b/bareajo01.html",1310286,"2013-14",29,"MIN","NBA","PG",79,1,1471,254,656,0.387,73,231,0.316,181,425,0.426,0.443,79,100,0.79,16,138,154,303,26,0,125,129,660,509,59,9682,1599,3813,427,1229,1172,2584,583,731,157,872,1029,1755,196,14,765,764,4208,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,7,725,121,284,27,78,94,206,37,52,15,56,71,121,11,1,39,55,306
7,"J.J. Hickson","C","6-9",242,"September 4, 1988","us",6,"North Carolina State University","http://www.basketball-reference.com/players/h/hicksjj01.html",5381750,"2013-14",25,"DEN","NBA","PF",69,52,1859,332,654,0.508,0,8,0,332,646,0.514,0.508,150,290,0.517,206,426,632,96,47,51,128,177,814,426,290,10078,1751,3442,0,18,1751,3424,821,1289,984,2071,3055,369,223,260,653,850,4323,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,79,14,22,0,0,14,22,11,16,1,8,9,1,0,0,6,9,39
4,"J.J. Redick","SG","6-4",190,"June 24, 1984","us",8,"Duke University","http://www.basketball-reference.com/players/r/redicjj01.html",6583500,"2013-14",29,"LAC","NBA","SG",35,34,987,181,398,0.455,73,185,0.395,108,213,0.507,0.546,97,106,0.915,9,65,74,78,28,3,42,65,532,459,88,10461,1496,3464,670,1717,826,1747,876,990,86,761,847,923,187,26,454,625,4538,"2013-14",29,"LAC","NBA","SG",13,13,351,61,133,0.459,26,65,0.4,35,68,0.515,0.556,25,26,0.962,4,18,22,19,11,0,13,23,173,61,21,1280,168,404,72,202,96,202,92,104,10,75,85,98,32,2,60,95,500
